mass_key,mStop,mLSP,region,unweighted,raw_weighted,raw_sumw2,normalized_weighted,normalized_sumw2,sumw_mass_point,xsec_pb,xsec_uncertainty_relative,normalization_factor,normalization_status
mStop1050_mLSP700,1050,700,preselection,20159,20159.0,20159.0,248.74151081216237,3.069216687391095,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,LLCR,777,777.0,777.0,9.587387960764431,0.11829859447903572,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,QCDCR,312,312.0,312.0,3.8497619610791536,0.04750213832362824,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,GCR,0,0.0,0.0,0.0,0.0,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,DY2E,0,0.0,0.0,0.0,0.0,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,DY2M,0,0.0,0.0,0.0,0.0,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP700,1050,700,SR,11627,11627.0,11627.0,143.4653279534209,1.7702159047718768,57193.0,0.006426,0.0902,0.012338980644484467,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,preselection,12371,12371.0,12371.0,144.48324791010197,1.6874471689153652,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,LLCR,745,745.0,745.0,8.700995852641336,0.10162057560762648,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,QCDCR,282,282.0,282.0,3.2935313160333646,0.03846577492798747,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,GCR,0,0.0,0.0,0.0,0.0,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,DY2E,0,0.0,0.0,0.0,0.0,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,DY2M,0,0.0,0.0,0.0,0.0,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP800,1050,800,SR,6851,6851.0,6851.0,80.01412427710845,0.9345000852185893,60424.0,0.006426,0.0902,0.011679189063948102,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP900,1050,900,preselection,4872,4872.0,4872.0,79.75935636996311,1.3057378753183038,43107.0,0.006426,0.0902,0.016370968056232168,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP900,1050,900,LLCR,253,253.0,253.0,4.141854918226739,0.06780617455983803,43107.0,0.006426,0.0902,0.016370968056232168,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
mStop1050_mLSP900,1050,900,QCDCR,126,126.0,126.0,2.0627419750852534,0.033769082982369934,43107.0,0.006426,0.0902,0.016370968056232168,normalized_with_signal_xsec_txt_and_Runs_genEventSumw_T2tt
